Fund,Fund Description,Department,Department Description,Business Unit,Business Unit Description,Object Account,Object Account Description,FY14 Budgeted Expenses,FY14 Actual Expenses,FY15 Budgeted Expenses,FY15 Actual Expenses,FY16 Budgeted Expenses,FY16 Actual Expenses,FY17 Budgeted Expenses,FY17 Actual Expenses,FY18 Budgeted Expenses,FY18 Actual Expenses,FY19 Budgeted Expenses,FY19 Actual Expenses
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502520,Postage & Delivery Srvc,300.00,56.48,300.00,6.98,300.00,0.00,300.00,6.47,300.00,20.65,300.00,29.35
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502701,Printing/Binding,1000.00,2525.52,1000.00,4114.89,4000.00,4442.37,4000.00,2268.90,4000.00,1143.20,2500.00,969.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502801,Advertising & Promot'n,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18839.43,0.00,216.23
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502851,Subscriptions,2000.00,0.00,2000.00,325.00,0.00,40.00,0.00,794.34,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502883,Registration,1000.00,2042.60,1000.00,1895.00,2000.00,6650.00,7000.00,3539.00,7000.00,2218.00,6200.00,120.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502884,Membership Dues,43000.00,30859.46,43000.00,34009.72,35000.00,42605.72,43000.00,60195.60,62000.00,66529.85,67000.00,62330.45
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502901,Roads & Streets- Repairs,50000.00,57775.69,50000.00,111941.86,88000.00,67270.42,88000.00,330218.25,88000.00,0.00,88000.00,0.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502920,Other Rpr & Maint Srvc,51000.00,143795.08,51000.00,128084.48,103000.00,171103.81,148000.00,156001.89,148000.00,7866.76,55000.00,5562.68
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,502960,Motor Pool Charge,600.00,0.00,600.00,0.00,600.00,0.00,600.00,0.00,600.00,0.00,600.00,0.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503050,Host & Hostess,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,423.36
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503100,Offc & Admin Supply,20000.00,16101.94,19000.00,23223.30,23000.00,5271.30,18000.00,14383.97,20000.00,12129.07,15000.00,5604.03
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503130,Computer Hardware <$10K,0.00,0.00,0.00,4513.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503200,HHold & Jnitr Supply,30000.00,27616.75,30000.00,40043.54,40000.00,39879.15,45000.00,60643.57,45000.00,54915.79,60000.00,75208.50
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503210,Food & Ice,0.00,0.00,0.00,0.00,0.00,112.45,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503300,Personal Use Supply,22000.00,23689.96,22000.00,7782.94,14000.00,16953.78,19000.00,9869.77,19000.00,16412.10,19000.00,-691.62
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503310,Uniforms - Allowance,7200.00,5645.74,7700.00,7366.38,7000.00,6915.24,7000.00,6287.60,7000.00,6289.35,7000.00,5670.16
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503320,Uniforms/Work Related Items,12000.00,11946.20,12000.00,9102.86,11000.00,13662.37,16300.00,18649.98,18700.00,18454.47,18700.00,5717.06
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503325,Safety Shoes,16800.00,16334.43,16900.00,17182.42,16900.00,16508.00,16900.00,17592.78,18000.00,18139.52,19000.00,15267.51
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503330,Books/Magazines/Periodicals,0.00,420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,574.00,0.00,0.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503400,Medical Supply,2000.00,0.00,2000.00,0.00,0.00,736.00,0.00,16.50,0.00,1233.55,0.00,2179.60
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503600,Repair & Maint Supply,278000.00,255778.60,237400.00,115223.50,200000.00,153030.05,200000.00,146720.40,174100.00,158864.50,174100.00,144902.56
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503601,Paint,3000.00,2246.83,3000.00,2162.45,3000.00,4031.04,5000.00,3823.16,5000.00,2975.29,5000.00,3242.97
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503602,Paint Supply,2000.00,2710.58,2000.00,997.98,1000.00,1687.20,2000.00,1589.61,2000.00,1855.35,2000.00,850.67
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503640,Safety Supply,58000.00,22568.54,58000.00,23673.91,48000.00,47350.37,50000.00,34026.34,56000.00,62386.27,65000.00,71234.90
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503700,Construction Supply,290000.00,219841.37,252200.00,133254.79,220200.00,156947.13,190200.00,227905.35,190200.00,122482.32,190200.00,133768.37
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503701,Stone/Gravel/Sand,45000.00,91264.38,45000.00,356326.16,30000.00,15421.23,30000.00,34438.55,35000.00,16360.78,25000.00,15137.07
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503704,Concrete Pipes/Fittings,0.00,0.00,0.00,0.00,0.00,680.00,0.00,396.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503708,Lumber/Wood Products,5000.00,6391.60,5000.00,10588.66,10000.00,6918.42,10000.00,11866.97,12000.00,4787.35,12000.00,17934.72
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503710,Asphalt Mix,259800.00,256567.49,259800.00,217262.95,259200.00,174279.13,209200.00,201789.27,209200.00,167578.46,189200.00,194749.43
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503711,Ready Mix Concrete,74000.00,45417.55,74000.00,36034.85,44000.00,33393.38,44000.00,27055.41,34000.00,33643.63,34000.00,22808.64
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503712,Dirt/Straw/Seed,1000.00,4073.02,3000.00,-83.86,2000.00,977.54,1000.00,-18.45,1000.00,2716.50,3000.00,31950.90
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503713,Cement Products,3700.00,4814.96,5000.00,3878.53,4000.00,8066.49,9000.00,12815.19,12000.00,12633.46,14000.00,20671.78
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503800,Auto Supply,1500.00,2612.56,3000.00,1223.05,2000.00,3527.03,4000.00,7546.93,6000.00,13105.10,15000.00,2213.44
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503803,Auto Oil/Lubricants,2200.00,2322.41,2200.00,2193.20,2200.00,2013.46,2200.00,2892.35,3000.00,2432.46,3000.00,5376.90
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503804,Auto Repair Parts,2000.00,2326.11,2000.00,2826.70,3000.00,1453.92,3000.00,2648.18,3000.00,544.00,3000.00,998.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503850,Small Equipment Supply,95500.00,103839.26,95500.00,103094.83,89200.00,65114.60,87200.00,100715.66,87200.00,88296.99,90000.00,63150.52
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,503999,Credit Card Clearing,0.00,0.00,0.00,866.76,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,505233,Rent Equipment,25000.00,40618.07,25000.00,12693.65,15000.00,5083.80,7000.00,16465.29,15000.00,8601.00,12000.00,11184.07
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,505252,Software License,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3779.70
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,505269,Other License & Fees,500.00,12.00,500.00,0.00,500.00,0.00,500.00,50.00,500.00,300.00,500.00,50.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,507250,Building Improvements,0.00,0.00,0.00,10369.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142110,PW GSD Roadway Maintenance,507400,Machinery & Equipment,0.00,0.00,0.00,16999.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,501101,Regular Pay,146200.00,125407.04,149900.00,112448.86,159900.00,82421.77,74200.00,67192.66,76600.00,69424.33,78600.00,63756.65
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,501102,Leave Pay,0.00,13899.64,0.00,31636.07,0.00,16900.27,0.00,6038.66,0.00,3979.68,0.00,11482.38
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,501103,Holiday Pay,0.00,5501.79,0.00,5733.23,0.00,3321.60,0.00,3116.76,0.00,3242.69,0.00,3323.87
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,501104,Overtime Pay,0.00,0.00,0.00,153858.94,75000.00,203028.11,225000.00,232979.77,201000.00,273850.37,201000.00,385349.82
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,501109,Longevity,700.00,1677.50,1700.00,1732.50,1800.00,1691.25,900.00,935.00,900.00,935.00,900.00,935.00
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,501160,YE Biweekly Sal/Fringe Accr,0.00,831.21,0.00,852.76,0.00,778.23,0.00,-19212.76,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,501172,Employer OASDI,9000.00,8482.36,9300.00,17773.35,9900.00,18626.24,4600.00,18880.24,4800.00,21592.37,4900.00,27478.78
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,501173,Employer SSN Medical,2100.00,1983.78,2200.00,4156.65,2300.00,4356.14,1100.00,4415.53,1100.00,5049.83,1100.00,6426.48
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,501174,Employer Group Health,26900.00,26928.00,24500.00,56883.48,23800.00,56363.88,13300.00,59591.28,14900.00,60654.64,8700.00,76602.59
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,501175,Employer Dental Group,600.00,678.72,700.00,2050.08,700.00,2165.82,300.00,2350.30,300.00,2590.02,400.00,3463.66
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,501176,Employer Group Life,300.00,274.38,300.00,826.32,600.00,897.23,300.00,985.40,300.00,1051.28,300.00,1393.93
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,501177,Employer Pension,25000.00,24729.31,27000.00,53029.89,24700.00,47672.09,9100.00,38345.70,9500.00,43429.26,9700.00,55029.71
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,501182,Cafe Plan Pre-Tax Savings,0.00,740.16,0.00,756.00,0.00,534.46,0.00,439.40,0.00,352.56,0.00,281.16
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,502369,Sweeping,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12099.95,15500.00,12808.44,15500.00,7930.73
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,502451,Employee Out-of-town Travel,0.00,613.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.00,0.00,662.96
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,502452,Employee Air Travel,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.96
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,502453,Employee Local Travel/Park,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,502502,Allowance-Cell/Mobile Devices,0.00,0.00,0.00,0.00,0.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,502701,Printing/Binding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,502851,Subscriptions,0.00,0.00,0.00,0.00,0.00,470.13,0.00,524.40,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,502883,Registration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.00
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,502901,Roads & Streets- Repairs,0.00,0.00,0.00,20757.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,503100,Offc & Admin Supply,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.49
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,503600,Repair & Maint Supply,0.00,0.00,0.00,703.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142180,PW GSD Film and Special Events,505233,Rent Equipment,0.00,0.00,42000.00,91925.65,92000.00,98614.90,102000.00,104990.81,102000.00,120892.86,122000.00,128671.10
10101,GSD General,42,Public Works,42142210,PW GSD Emergency Response,501101,Regular Pay,155000.00,133743.25,159800.00,137485.69,172700.00,146082.67,184400.00,156610.41,229000.00,143256.99,227300.00,183920.77
10101,GSD General,42,Public Works,42142210,PW GSD Emergency Response,501102,Leave Pay,0.00,15716.38,0.00,18488.08,0.00,17759.54,0.00,25245.31,0.00,23735.84,0.00,21104.37
10101,GSD General,42,Public Works,42142210,PW GSD Emergency Response,501103,Holiday Pay,0.00,7395.06,0.00,6607.11,0.00,6852.37,0.00,8011.78,0.00,8418.14,0.00,9130.88
10101,GSD General,42,Public Works,42142210,PW GSD Emergency Response,501104,Overtime Pay,25000.00,21726.34,21800.00,6001.96,6000.00,7770.70,8000.00,9804.08,8000.00,6952.08,8000.00,4769.82
10101,GSD General,42,Public Works,42142210,PW GSD Emergency Response,501105,Out of Class Pay,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,25.44
10101,GSD General,42,Public Works,42142210,PW GSD Emergency Response,501107,Other Special Pay,3000.00,4768.71,4800.00,4883.45,4800.00,5643.23,5500.00,5838.84,5500.00,4519.00,5500.00,3175.48
10101,GSD General,42,Public Works,42142210,PW GSD Emergency Response,501108,Injured on Duty Pay,0.00,0.00,0.00,0.00,0.00,148.91,0.00,498.66,0.00,0.00,0.00,23.34
10101,GSD General,42,Public Works,42142210,PW GSD Emergency Response,501109,Longevity,2400.00,2365.00,2600.00,2557.50,2800.00,2750.00,2900.00,2915.00,2400.00,2420.00,1500.00,2502.50
10101,GSD General,42,Public Works,42142210,PW GSD Emergency Response,501129,IOD-Light Duty,0.00,271.09,0.00,135.54,0.00,1042.38,0.00,74.46,0.00,0.00,0.00,350.09
10101,GSD General,42,Public Works,42142210,PW GSD Emergency Response,501134,Paid Family Leave,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,761.48
10101,GSD General,42,Public Works,42142210,PW GSD Emergency Response,501160,YE Biweekly Sal/Fringe Accr,0.00,1004.33,0.00,1003.33,0.00,1998.02,0.00,-12389.95,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142210,PW GSD Emergency Response,501172,Employer OASDI,9600.00,10664.44,9900.00,10160.16,10600.00,11071.30,11300.00,12323.50,14200.00,11071.12,14100.00,13003.45
10101,GSD General,42,Public Works,42142210,PW GSD Emergency Response,501173,Employer SSN Medical,2200.00,2494.11,2300.00,2376.18,2500.00,2589.26,2700.00,2882.12,3300.00,2589.21,3300.00,3041.13
10101,GSD General,42,Public Works,42142210,PW GSD Emergency Response,501174,Employer Group Health,36100.00,38160.00,34700.00,32786.13,26900.00,25091.13,24500.00,27712.53,30300.00,33178.99,38900.00,41291.46
10101,GSD General,42,Public Works,42142210,PW GSD Emergency Response,501175,Employer Dental Group,1400.00,1357.44,1400.00,1305.60,1400.00,1305.60,1400.00,1385.05,1400.00,1392.38,1500.00,1578.80
10101,GSD General,42,Public Works,42142210,PW GSD Emergency Response,501176,Employer Group Life,500.00,608.40,700.00,660.81,1400.00,660.81,1400.00,726.70,1700.00,624.71,1700.00,749.77
10101,GSD General,42,Public Works,42142210,PW GSD Emergency Response,501177,Employer Pension,26500.00,31337.94,28700.00,31225.70,26600.00,28910.62,22600.00,25886.91,28300.00,23338.52,28100.00,27564.75
10101,GSD General,42,Public Works,42142210,PW GSD Emergency Response,501182,Cafe Plan Pre-Tax Savings,0.00,1042.56,0.00,930.46,0.00,725.18,0.00,782.84,0.00,993.16,0.00,1235.11
10101,GSD General,42,Public Works,42142210,PW GSD Emergency Response,503400,Medical Supply,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,346.50,0.00,0.00
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,501101,Regular Pay,771800.00,605865.79,767000.00,593453.76,795300.00,619150.29,774100.00,681426.05,907000.00,739646.61,900100.00,747333.82
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,501102,Leave Pay,0.00,89117.34,0.00,66316.82,0.00,72590.84,0.00,75518.50,0.00,70823.84,0.00,86556.47
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,501103,Holiday Pay,0.00,27388.15,0.00,26789.94,0.00,30426.97,0.00,37068.59,0.00,40404.64,0.00,38309.48
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,501104,Overtime Pay,20000.00,22106.18,22100.00,27364.88,25000.00,22455.25,23000.00,25559.64,23000.00,42786.91,23000.00,-1587.09
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,501105,Out of Class Pay,1500.00,1126.60,1100.00,409.36,1000.00,468.08,500.00,1124.70,500.00,662.20,500.00,1662.80
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,501106,Shift Differential Pay,5000.00,3998.85,4000.00,4961.30,4500.00,6176.30,5000.00,6198.55,5000.00,5491.60,5000.00,5363.45
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,501108,Injured on Duty Pay,0.00,37.21,0.00,0.00,0.00,150.34,0.00,0.00,0.00,143.00,0.00,1151.20
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,501109,Longevity,11400.00,11347.13,9000.00,8951.30,6600.00,6462.50,6000.00,6022.50,6600.00,6572.50,6600.00,7159.17
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,501129,IOD-Light Duty,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2618.08
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,501134,Paid Family Leave,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5036.26
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,501160,YE Biweekly Sal/Fringe Accr,0.00,4218.57,0.00,3901.98,0.00,8212.26,0.00,-52165.07,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,501172,Employer OASDI,47700.00,44586.44,47600.00,42783.95,49100.00,43792.39,47600.00,47615.66,56200.00,52051.78,55800.00,52091.65
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,501173,Employer SSN Medical,11200.00,10427.53,11100.00,10005.90,11500.00,10241.75,11100.00,11135.93,13200.00,12173.43,13100.00,12182.74
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,501174,Employer Group Health,122100.00,116687.66,125200.00,106222.61,127400.00,140470.80,163400.00,174473.77,203500.00,172814.84,146200.00,175486.77
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,501175,Employer Dental Group,5800.00,5065.15,5800.00,4945.92,5800.00,5477.38,6100.00,6073.38,7200.00,6801.76,6500.00,6829.80
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,501176,Employer Group Life,2400.00,2559.56,3200.00,2692.18,6100.00,2815.90,5800.00,3162.79,7200.00,3271.42,6100.00,3267.99
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,501177,Employer Pension,126600.00,116625.40,135400.00,124654.94,122700.00,108357.15,94800.00,101468.03,111900.00,111054.78,111100.00,109895.80
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,501181,FSA Pre-Tax Savings,0.00,0.00,0.00,0.00,0.00,76.58,0.00,100.41,0.00,139.55,0.00,164.17
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,501182,Cafe Plan Pre-Tax Savings,0.00,3177.47,0.00,2912.44,0.00,3876.64,0.00,4866.87,0.00,4985.49,0.00,5046.33
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,502101,Electric,315000.00,708558.28,315000.00,432049.76,320000.00,333368.60,373600.00,343712.73,373600.00,361441.31,373600.00,364739.59
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,502453,Employee Local Travel/Park,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,502502,Allowance-Cell/Mobile Devices,0.00,0.00,0.00,0.00,0.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00
10101,GSD General,42,Public Works,42142710,PW GSD Traffic Signal Maint,503100,Offc & Admin Supply,0.00,64.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
