School Name,Category,Street Address,City,State,ZIP Code,Students,Grant Category,Organization Name,Activity Type,Fiscal Year,Mapped Location
Whites Creek High School,MNPS,7277 Old Hickory Blvd,Whites Creek,TN,37189,113,Basic Operating,Frist Center for the Visual Arts,In-School,FY17,"7277 Old Hickory Blvd
Whites Creek, TN 37189
(36.273182, -86.818339)"
John Overton High School,MNPS,4820 Franklin Road,Nashville,TN,37220,37,Arts Access,Conexion Americas,Out of School,FY17,"4820 Franklin Road
Nashville, TN 37220
(36.080138, -86.772727)"
Cumberland Elementary School,MNPS,4247 Cato Road,Nashville,TN,37218,6,Basic Operating,Choral Arts Link,,FY16,"4247 Cato Road
Nashville, TN 37218
(36.212186, -86.866175)"
Rosebank STEM School,MNPS,1012 Preston Drive,Nashville,TN,37206,4,Basic Operating,Choral Arts Link,,FY16,"1012 Preston Drive
Nashville, TN 37206
(36.184389, -86.717303)"
Nashville Academy of Computer Science,MNPS,3230 Brick Church Pike,Nashville,TN,37207,6,Basic Operating,W.O. Smith Music School,Out of School,FY17,"3230 Brick Church Pike
Nashville, TN 37207
(36.234841, -86.781291)"
Tennessee School for the Blind,Other,115 Stewarts Ferry Pike,Nashville,TN,37214,17,Arts Access,Nashville Children's Theatre,In-School,FY17,"115 Stewarts Ferry Pike
Nashville, TN 37214
(36.166855, -86.655375)"
Casa Azafran Early Learning Center,Pre-K/ELC,2195 Nolensville Pike,Nashville,TN,37211,90,Basic Operating,Nashville Ballet,,FY16,"2195 Nolensville Pike
Nashville, TN 37211
(36.126647, -86.753004)"
Cockrill Elementary School,MNPS,4701 Indiana Avenue,Nashville,TN,37209,120,Basic Operating,Nashville Jazz Workshop,,FY16,"4701 Indiana Avenue
Nashville, TN 37209
(36.156626, -86.84498)"
Creswell Middle Prep School of the Arts,MNPS,3500 John Mallette Drive,Nashville,TN,37218,10,Arts Access,Youth Empowerment through Arts and Humanities,Out of School,FY16,"3500 John Mallette Drive
Nashville, TN 37218
(36.195104, -86.838212)"
Tulip Grove Elementary School,MNPS,441 Tyler Drive,Hermitage,TN,37076,2,Arts Access,Global Education Center,Out of School,FY17,"441 Tyler Drive
Hermitage, TN 37076
(36.198176, -86.611442)"
Hume-Fogg Magnet High School,MNPS,700 Broadway,Nashville,TN,37203,97,Basic Operating,Frist Center for the Visual Arts,,FY16,"700 Broadway
Nashville, TN 37203
(36.159164, -86.781476)"
Una Elementary School,MNPS,2018 Murfreesboro Pike,Nashville,TN,37217,140,Basic Operating,Global Education Center,In-School,FY17,"2018 Murfreesboro Pike
Nashville, TN 37217
(36.095161, -86.654176)"
Hillwood High School,MNPS,400 Davidson Road,Nashville,TN,37205,3,Basic Operating,W.O. Smith Music School,Out of School,FY17,"400 Davidson Road
Nashville, TN 37205
(36.117025, -86.873648)"
St. Cecilia Academy,Private,4210 Harding Pike,Nashville,TN,37205,1,Basic Operating,Nashville Jazz Workshop,Out of School,FY16,"4210 Harding Pike
Nashville, TN 37205
(36.129287, -86.840639)"
Martin Luther King Jr. Magnet School,MNPS,613 17th Avenue North,Nashville,TN,37203,25,Basic Operating,Nashville Shakespeare Festival,Out of School,FY17,"613 17th Avenue North
Nashville, TN 37203
(36.162085, -86.800393)"
Mt. View Elementary School,MNPS,3820 Murfreesboro Road,Antioch,TN,37013,1,Basic Operating,W.O. Smith Music School,Out of School,FY16,"3820 Murfreesboro Road
Antioch, TN 37013
(36.040653, -86.604368)"
East Nashville Magnet High School,MNPS,110 Gallatin Avenue,Nashville,TN,37206,31,Basic Operating,Metro Nashville Chorus,Out of School,FY17,"110 Gallatin Avenue
Nashville, TN 37206
(36.178698, -86.750831)"
Crieve Hall Elementary School,MNPS,498 Hogan Road,Nashville,TN,37220,214,Basic Operating,Nashville Children's Theatre,In-School,FY17,"498 Hogan Road
Nashville, TN 37220
(36.065173, -86.757468)"
Waverly Belmont Elementary School,MNPS,2301 10th Avenue South,Nashville,TN,37204,84,Arts Access,Nashville Ballet,In-School,FY17,"2301 10th Avenue South
Nashville, TN 37204
(36.126411, -86.786249)"
University School of Nashville,Private,2000 Edgehill Avenue,Nashville,TN,37212,320,Basic Operating,Global Education Center,,FY16,"2000 Edgehill Avenue
Nashville, TN 37212
(36.143997, -86.798995)"
Harris-Hillman School,MNPS,1706 26th Avenue South,Nashville,TN,37212,120,Basic Operating,Nashville Opera Association,,FY16,"1706 26th Avenue South
Nashville, TN 37212
(36.137515, -86.808046)"
Overbrook School,Private,4210 Harding Pike,Nashville,TN,37205,37,Basic Operating,Country Music Foundation,,FY16,"4210 Harding Pike
Nashville, TN 37205
(36.129287, -86.840639)"
Stratford STEM Magnet School Upper Campus,MNPS,1800 Stratford Avenue,Nashville,TN,37216,40,Basic Operating,Frist Center for the Visual Arts,,FY16,"1800 Stratford Avenue
Nashville, TN 37216
(36.198164, -86.717083)"
Cole Elementary School,MNPS,5060 Colemont Drive,Antioch,TN,37013,1,Basic Operating,W.O. Smith Music School,Out of School,FY17,"5060 Colemont Drive
Antioch, TN 37013
(36.058085, -86.699196)"
Charlotte Park Elementary Pre-K,Pre-K/ELC,480 Annex Avenue,Nashville,TN,37209,3,Basic Operating,Global Education Center,Out of School,FY17,"480 Annex Avenue
Nashville, TN 37209
(36.15212, -86.88324)"
Gower Elementary School,MNPS,650 Old Hickory Blvd,Nashville,TN,37209,60,After-School Arts,Tennessee Performing Arts Center,Out of School,FY17,"650 Old Hickory Blvd
Nashville, TN 37209
(36.115285, -86.923093)"
The Academy For GOD,Private,401 Center Street,Old Hickory,TN,37138,102,Basic Operating,Tennessee Performing Arts Center,In-School,FY17,"401 Center Street
Old Hickory, TN 37138
(36.226605, -86.63292)"
Stratford STEM Magnet School Upper Campus,MNPS,1800 Stratford Avenue,Nashville,TN,37216,3,Basic Operating,W.O. Smith Music School,Out of School,FY17,"1800 Stratford Avenue
Nashville, TN 37216
(36.198164, -86.717083)"
Brick Church College Prep,MNPS,2835 Brick Church Pike,Nashville,TN,37207,1,Basic Operating,W.O. Smith Music School,Out of School,FY16,"2835 Brick Church Pike
Nashville, TN 37207
(36.219952, -86.782287)"
Eakin Elementary School,MNPS,2500 Fairfax Avenue,Nashville,TN,37212,1,Arts Access,Global Education Center,Out of School,FY17,"2500 Fairfax Avenue
Nashville, TN 37212
(36.13475, -86.807413)"
Norman Binkley Elementary School,MNPS,4700 West Longdale Drive,Nashville,TN,37211,188,Basic Operating,Nashville Children's Theatre,In-School,FY17,"4700 West Longdale Drive
Nashville, TN 37211
(36.076896, -86.747892)"
Ross Early Learning Center,Pre-K/ELC,601 McFerrin Avenue,Nashville,TN,37206,1,Arts Access,Global Education Center,Out of School,FY17,"601 McFerrin Avenue
Nashville, TN 37206
(36.180252, -86.755042)"
Cockrill Elementary School,MNPS,4701 Indiana Avenue,Nashville,TN,37209,152,Arts Access,Tennessee Performing Arts Center,,FY16,"4701 Indiana Avenue
Nashville, TN 37209
(36.156626, -86.84498)"
Glencliff High School,MNPS,160 Antioch Pike,Nashville,TN,37211,320,Basic Operating,Southern Word,,FY16,"160 Antioch Pike
Nashville, TN 37211
(36.100889, -86.726609)"
East End Prep,MNPS,1460 McGavock Pike,Nashville,TN,37216,41,After-School Arts,Tennessee Performing Arts Center,Out of School,FY17,"1460 McGavock Pike
Nashville, TN 37216
(36.207179, -86.718799)"
Nashville School of the Arts High School,MNPS,1250 Foster Avenue,Nashville,TN,37210,12,Basic Operating,Nashville Repertory Theatre,,FY16,"1250 Foster Avenue
Nashville, TN 37210
(36.131492, -86.741669)"
John Early Museum Magnet Middle Prep,MNPS,1000 Cass Street,Nashville,TN,37208,26,Basic Operating,Moves and Grooves Inc.,Out of School,FY16,"1000 Cass Street
Nashville, TN 37208
(36.186443, -86.804661)"
Isaac Litton Middle Prep,MNPS,4601 Hedgewood Drive,Nashville,TN,37216,30,After-School Arts,Martha O'Bryan Center,Out of School,FY16,"4601 Hedgewood Drive
Nashville, TN 37216
(36.22784, -86.720692)"
Shwab Elementary School,MNPS,1500 Dickerson Pike,Nashville,TN,37207,130,Basic Operating,Tennessee Performing Arts Center,,FY16,"1500 Dickerson Pike
Nashville, TN 37207
(36.199361, -86.770285)"
Nashville School of the Arts High School,MNPS,1250 Foster Avenue,Nashville,TN,37210,1,Basic Operating,Nashville Jazz Workshop,Out of School,FY17,"1250 Foster Avenue
Nashville, TN 37210
(36.131492, -86.741669)"
Purpose Prep Academy,MNPS,220 Venture Circle,Nashville,TN,37228,300,Basic Operating,Tennessee Performing Arts Center,,FY16,"220 Venture Circle
Nashville, TN 37228
(36.194482, -86.79529)"
J.T. Moore Middle Prep,MNPS,4425 Granny White Pike,Nashville,TN,37204,215,Basic Operating,Nashville Symphony,,FY16,"4425 Granny White Pike
Nashville, TN 37204
(36.09542, -86.801241)"
Casa Azafrán Early Learning Center,Pre-K/ELC,2195 Nolensville Pike,Nashville,TN,37211,80,Basic Operating,Tennessee Performing Arts Center,In-School,FY17,"2195 Nolensville Pike
Nashville, TN 37211
(36.126647, -86.753004)"
Paragon Mills Elementary School,MNPS,260 Paragon Mills Road,Nashville,TN,37211,135,Basic Operating,Nashville Children's Theatre,In-School,FY17,"260 Paragon Mills Road
Nashville, TN 37211
(36.087048, -86.707014)"
Goodlettsville Elementary School,MNPS,514 Donald Avenue,Goodlettsville,TN,37072,145,Arts Access,Tennessee Performing Arts Center,,FY16,
Hillsboro High School,MNPS,3812 Hillsboro Pike,Nashville,TN,37215,158,Basic Operating,Frist Center for the Visual Arts,,FY16,"3812 Hillsboro Pike
Nashville, TN 37215
(36.107472, -86.812867)"
Nashville Big Picture High School,MNPS,160 Rural Avenue,Nashville,TN,37209,18,Basic Operating,Frist Center for the Visual Arts,,FY16,"160 Rural Avenue
Nashville, TN 37209
(36.142515, -86.855997)"
Glendale Elementary School,MNPS,800 Thompson Avenue,Nashville,TN,37204,400,Arts Access,Nashville Symphony,In-School,FY17,"800 Thompson Avenue
Nashville, TN 37204
(36.09517, -86.784848)"
Creswell Middle Prep School of the Arts,MNPS,3500 John Mallette Drive,Nashville,TN,37218,75,After-School Arts,Tennessee Performing Arts Center,Out of School,FY17,"3500 John Mallette Drive
Nashville, TN 37218
(36.195104, -86.838212)"
Creswell Middle Prep School of the Arts,MNPS,3500 John Mallette Drive,Nashville,TN,37218,40,Basic Operating,Nashville Ballet,,FY16,"3500 John Mallette Drive
Nashville, TN 37218
(36.195104, -86.838212)"
Stratford STEM Magnet School Lower Campus,MNPS,1800 Stratford Avenue,Nashville,TN,37216,18,Basic Operating,Nashville Children's Theatre,,FY16,"1800 Stratford Avenue
Nashville, TN 37216
(36.198164, -86.717083)"
Christ the King School,Private,3105 Belmont Blvd,Nashville,TN,37212,236,Basic Operating,Nashville Children's Theatre,In-School,FY17,"3105 Belmont Blvd
Nashville, TN 37212
(36.118319, -86.796545)"
Goodlettsville Elementary School,MNPS,514 Donald Avenue,Goodlettsville,TN,37072,205,Basic Operating,Tennessee Performing Arts Center,,FY16,
Montgomery Bell Academy,Private,4001 Harding Pike,Nashville,TN,37205,46,Basic Operating,Cheekwood,In-School,FY17,"4001 Harding Pike
Nashville, TN 37205
(36.13064, -86.836801)"
Percy Priest Elementary School,MNPS,1700 Otter Creek Road,Nashville,TN,37215,196,Basic Operating,Nashville Children's Theatre,In-School,FY17,"1700 Otter Creek Road
Nashville, TN 37215
(36.061273, -86.833745)"
Woodmont Christian Preschool,Pre-K/ELC,3601 Hillsboro Pike,Nashville,TN,37215,36,Basic Operating,Nashville Children's Theatre,,FY16,"3601 Hillsboro Pike
Nashville, TN 37215
(36.111648, -86.811206)"
Smithson Craighead Academy,MNPS,730 Neelys Bend Road,Madison,TN,37115,40,Arts Access,Nashville Ballet,In-School,FY17,"730 Neelys Bend Road
Madison, TN 37115
(36.252838, -86.695972)"
Pennington Elementary School,MNPS,2817 Donna Hill Drive,Nashville,TN,37214,400,Basic Operating,Nashville Ballet,In-School,FY17,"2817 Donna Hill Drive
Nashville, TN 37214
(36.20299, -86.681867)"
McGavock Elementary School,MNPS,275 McGavock Pike,Nashville,TN,37214,330,Basic Operating,Nashville Ballet,,FY16,"275 McGavock Pike
Nashville, TN 37214
(36.160392, -86.681478)"
Blessed Revelations,Pre-K/ELC,5440 Hickory Woods Drive,Antioch,TN,37013,9,Basic Operating,Frist Center for the Visual Arts,In-School,FY17,"5440 Hickory Woods Drive
Antioch, TN 37013
(36.028925, -86.578548)"
Haywood Elementary School,MNPS,3790 Turley Drive,Nashville,TN,37211,1,Basic Operating,W.O. Smith Music School,Out of School,FY17,"3790 Turley Drive
Nashville, TN 37211
(36.074335, -86.708684)"
Linden Waldorf School,Private,3201 Hillsboro Pike,Nashville,TN,37215,1,Basic Operating,Nashville Jazz Workshop,Out of School,FY17,"3201 Hillsboro Pike
Nashville, TN 37215
(36.119645, -86.808727)"
Glenview Elementary School,MNPS,1020 Patricia Drive,Nashville,TN,37217,690,Basic Operating,Cheekwood,In-School,FY17,"1020 Patricia Drive
Nashville, TN 37217
(36.128499, -86.70726)"
Una Elementary School,MNPS,2018 Murfreesboro Pike,Nashville,TN,37217,4,Arts Access,Global Education Center,Out of School,FY17,"2018 Murfreesboro Pike
Nashville, TN 37217
(36.095161, -86.654176)"
LEAD Academy High School,MNPS,1034 1st Avenue South,Nashville,TN,37210,10,Basic Operating,Southern Word,Out of School,FY16,"1034 1st Avenue South
Nashville, TN 37210
(36.148899, -86.765038)"
Jere Baxter Middle Prep,MNPS,350 Hart Lane,Nashville,TN,37207,12,Arts Access,Belcourt Theatre,Out of School,FY17,"350 Hart Lane
Nashville, TN 37207
(36.219724, -86.750594)"
Wright Middle Prep,MNPS,180 McCall Street,Nashville,TN,37211,3,Arts Access,Global Education Center,Out of School,FY17,"180 McCall Street
Nashville, TN 37211
(36.099132, -86.734386)"
Wright Middle Prep,MNPS,180 McCall Street,Nashville,TN,37211,4,After-School Arts,Frist Center for the Visual Arts,Out of School,FY16,"180 McCall Street
Nashville, TN 37211
(36.099132, -86.734386)"
North Head Start,Pre-K/ELC,1624 5th Avenue North,Nashville,TN,37208,100,Arts Access,Tennessee Performing Arts Center,,FY16,"1624 5th Avenue North
Nashville, TN 37208
(36.18092, -86.791679)"
Antioch Middle Prep,MNPS,5050 Blue Hole Road,Antioch,TN,37013,17,After-School Arts,Frist Center for the Visual Arts,Out of School,FY16,"5050 Blue Hole Road
Antioch, TN 37013
(36.056908, -86.672419)"
Tom Joy Elementary School,MNPS,2201 Jones Avenue,Nashville,TN,37207,69,Arts Access,Nashville Children's Theatre,,FY16,"2201 Jones Avenue
Nashville, TN 37207
(36.209078, -86.757096)"
Bellevue Middle School,MNPS,655 Colice Jeanne Road,Nashville,TN,37221,1,Arts Access,Global Education Center,Out of School,FY17,"655 Colice Jeanne Road
Nashville, TN 37221
(36.071058, -86.934079)"
St. Bernard Academy,Private,2304 Bernard Avenue,Nashville,TN,37212,64,Basic Operating,Frist Center for the Visual Arts,In-School,FY17,"2304 Bernard Avenue
Nashville, TN 37212
(36.13163, -86.805055)"
Nashville Academy of Computer Science,MNPS,3230 Brick Church Pike,Nashville,TN,37207,40,Basic Operating,YEAH!,Out of School,FY17,"3230 Brick Church Pike
Nashville, TN 37207
(36.234841, -86.781291)"
Casa Azafran Early Learning Center,Pre-K/ELC,2195 Nolensville Pike,Nashville,TN,37211,90,Arts Access,Nashville Ballet,In-School,FY17,"2195 Nolensville Pike
Nashville, TN 37211
(36.126647, -86.753004)"
Intrepid College Prep,MNPS,5432 Bell Forge Lane East,Antioch,TN,37013,6,Basic Operating,W.O. Smith Music School,Out of School,FY16,"5432 Bell Forge Lane East
Antioch, TN 37013
(36.050049, -86.64653)"
Hillwood High School,MNPS,400 Davidson Road,Nashville,TN,37205,7,Basic Operating,W.O. Smith Music School,Out of School,FY16,"400 Davidson Road
Nashville, TN 37205
(36.117025, -86.873648)"
Alex Green Elementary School,MNPS,3921 Lloyd Road,Whites Creek,TN,37189,37,Basic Operating,Frist Center for the Visual Arts,In-School,FY17,"3921 Lloyd Road
Whites Creek, TN 37189
(36.252464, -86.831571)"
Whitsitt Elementary School,MNPS,110 Whitsett Road,Nashville,TN,37210,560,Basic Operating,ALIAS Chamber Ensemble,In-School,FY17,"110 Whitsett Road
Nashville, TN 37210
(36.114573, -86.736807)"
Meigs Magnet Middle Prep,MNPS,713 Ramsey Street,Nashville,TN,37206,2,Basic Operating,"Actors Bridge Ensemble Theatre of Nashville, Inc.",Out of School,FY16,"713 Ramsey Street
Nashville, TN 37206
(36.17603, -86.760346)"
St. Joseph School,Private,1225 Gallatin Pike South,Madison,TN,37115,70,Basic Operating,Nashville Symphony,,FY16,"1225 Gallatin Pike South
Madison, TN 37115
(36.245427, -86.721932)"
"Ensworth School, High School Campus",Private,7401 TN-100,Nashville,TN,37221,172,Basic Operating,Country Music Foundation,In-School,FY17,"7401 TN-100
Nashville, TN 37221
(36.056885, -86.924218)"
Shwab Elementary School,MNPS,1500 Dickerson Pike,Nashville,TN,37207,1,Arts Access,"East Nashville Hope Exchange, Inc.",Out of School,FY16,"1500 Dickerson Pike
Nashville, TN 37207
(36.199361, -86.770285)"
Apollo Middle School,MNPS,631 Richards Road,Antioch,TN,37013,122,Basic Operating,Moves & Grooves,In-School,FY17,"631 Richards Road
Antioch, TN 37013
(36.067445, -86.664309)"
Nashville Prep,MNPS,1300 56th Avenue North,Nashville,TN,37209,1,After-School Arts,Frist Center for the Visual Arts,Out of School,FY16,"1300 56th Avenue North
Nashville, TN 37209
(36.162413, -86.855633)"
Nashville Christian School,Private,7555 Sawyer Brown Road,Nashville,TN,37221,86,Basic Operating,Cheekwood,In-School,FY17,"7555 Sawyer Brown Road
Nashville, TN 37221
(36.106683, -86.930689)"
Hermitage Elementary School,MNPS,3800 Plantation Drive,Hermitage,TN,37076,50,Arts Access,"Native American Indian Association of TN, Inc.",,FY16,"3800 Plantation Drive
Hermitage, TN 37076
(36.197944, -86.63479)"
Creswell Middle Prep School of the Arts,MNPS,3500 John Mallette Drive,Nashville,TN,37218,99,Basic Operating,Cheekwood,In-School,FY17,"3500 John Mallette Drive
Nashville, TN 37218
(36.195104, -86.838212)"
Homeschool,Home Schooled,,,TN,,31,Basic Operating,Frist Center for the Visual Arts,,FY16,"TN
(35.842998, -86.343226)"
The Cohn Learning Center,MNPS,4805 Park Avenue,Nashville,TN,37209,16,Basic Operating,Southern Word,,FY16,"4805 Park Avenue
Nashville, TN 37209
(36.150961, -86.844705)"
Norman Binkley Elementary School,MNPS,4700 West Longdale Drive,Nashville,TN,37211,16,Basic Operating,Nashville Ballet,,FY16,"4700 West Longdale Drive
Nashville, TN 37211
(36.076896, -86.747892)"
Donelson Christian Academy,Private,300 Danyacrest Drive,Nashville,TN,37214,121,Basic Operating,Country Music Foundation,,FY16,"300 Danyacrest Drive
Nashville, TN 37214
(36.183834, -86.650836)"
Ruby Major Elementary School,MNPS,5141 John Hagar Road,Hermitage,TN,37076,554,Basic Operating,Country Music Foundation,In-School,FY17,"5141 John Hagar Road
Hermitage, TN 37076
(36.15773, -86.57905)"
Donelson Christian Academy,Private,300 Danyacrest Drive,Nashville,TN,37214,1,Basic Operating,Actors Bridge Ensemble,Out of School,FY17,"300 Danyacrest Drive
Nashville, TN 37214
(36.183834, -86.650836)"
Judson Weekday Ministries,Pre-K/ELC,4900 Franklin Pike,Nashville,TN,37220,300,Basic Operating,Global Education Center,,FY16,"4900 Franklin Pike
Nashville, TN 37220
(36.07759, -86.773043)"
McGavock High School,MNPS,3150 McGavock Pike,Nashville,TN,37214,185,Basic Operating,Frist Center for the Visual Arts,In-School,FY17,"3150 McGavock Pike
Nashville, TN 37214
(36.185147, -86.67648)"
Woodmont Christian Preschool,Pre-K/ELC,3601 Hillsboro Pike,Nashville,TN,37215,17,Basic Operating,Cheekwood,In-School,FY17,"3601 Hillsboro Pike
Nashville, TN 37215
(36.111648, -86.811206)"
Lockeland Design Center Elementary,MNPS,105 South 17th Street,Nashville,TN,37206,60,Basic Operating,ALIAS Chamber Ensemble,In-School,FY17,"105 South 17th Street
Nashville, TN 37206
(36.176312, -86.739761)"
